p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
8.45203629261367e-86	0.712814279234661	0.367	0.181	2.83464393181677e-81	4	ARHGEF17
8.62677196645464e-86	-0.647295696659964	0.041	0.304	2.89324678210956e-81	4	EPHA7
1.36946852304867e-85	0.626393524454582	0.342	0.15	4.59292353260064e-81	4	NTNG2
1.61243716281553e-85	-0.631013490775033	0.202	0.506	5.40779175665073e-81	4	FBN1
1.91058885784236e-85	-0.46602612560341	0.093	0.382	6.40773291143171e-81	4	KCNAB2
2.27950812979838e-85	-0.414922081684175	0.013	0.259	7.6450143657178e-81	4	KRTAP5-AS1
3.05211349615884e-85	-0.627149810488518	0.041	0.298	1.02361782434175e-80	4	GLCE
3.53036812613801e-85	-0.488301921346936	0.018	0.267	1.18401486214417e-80	4	CREG2
4.3344031936601e-85	-0.592459089927086	0.166	0.473	1.45367214308972e-80	4	KIF3C
4.8602991924855e-85	-0.637681652265233	0.243	0.545	1.63004714317579e-80	4	ZNF483
5.25340839502267e-85	-1.24567473363309	0.064	0.326	1.7618881075227e-80	4	PDZRN4
5.44763016688714e-85	0.750497920053914	0.371	0.178	1.82702620537061e-80	4	ENO1
5.698048691862e-85	-0.560128827938089	0.088	0.368	1.91101157027668e-80	4	CLVS2
6.27169476779326e-85	0.573233132257594	0.701	0.435	2.1034009912225e-80	4	MGAT4C
6.87625309284974e-85	-0.557154285138455	0.147	0.442	2.30615776227995e-80	4	SYNJ1
9.49006180822932e-85	0.673232945963422	0.797	0.678	3.18277692924395e-80	4	TTC28
9.62500473880614e-85	-0.811958036822052	0.021	0.266	3.2280340893008e-80	4	AC067956.1
9.97421857111465e-85	-0.670784274770116	0.63	0.831	3.34515342438043e-80	4	SRPK2
1.04282960434456e-84	-0.641726987651031	0.032	0.286	3.49744192705077e-80	4	RSPO2
1.5193625547248e-84	-0.769277739693837	0.202	0.51	5.09563813603604e-80	4	RETREG1
1.59030397996228e-84	-0.409183099058364	0.019	0.267	5.33356148799749e-80	4	NPM2
1.74776755217697e-84	-0.55244392567865	0.087	0.37	5.86166281649113e-80	4	CCDC138
1.7484822503269e-84	-0.890584893750788	0.3	0.582	5.86405977114634e-80	4	PAM
2.44615266357336e-84	0.918296214422193	0.48	0.299	8.20390680309234e-80	4	PNPLA8
3.73684641670071e-84	-0.575432726864654	0.142	0.435	1.25326355123308e-79	4	IDS
4.15635566194014e-84	-0.534601321588783	0.174	0.478	1.39395856190148e-79	4	PSIP1
7.05372688631237e-84	-0.434749049772197	0.022	0.27	2.36567892313144e-79	4	TMEM266
8.40012896932849e-84	-0.457544489809819	0.014	0.257	2.81723525373339e-79	4	TAGLN3
8.77250336579191e-84	0.830271863924249	0.638	0.467	2.94212217881929e-79	4	BAALC
8.83796411530775e-84	0.834129101737126	0.618	0.453	2.96407640499191e-79	4	DHRSX
1.017202181608e-83	-0.704934926542273	0.273	0.554	3.4114926766769e-79	4	MYH10
1.06496936487067e-83	0.725424691966555	0.649	0.463	3.57169425590324e-79	4	ETV6
1.7356419304536e-83	0.73601763639412	0.399	0.205	5.82099590635529e-79	4	CAPN2
2.08628159058722e-83	-1.4564012895796	0.437	0.601	6.99697119851142e-79	4	PTPRK
2.13055675472243e-83	-0.449206285274179	0.021	0.267	7.1454612439881e-79	4	PITPNM3
2.26454966314297e-83	-0.658724684813317	0.123	0.414	7.59484666024888e-79	4	YPEL2
2.58224683529428e-83	0.620311067145609	0.828	0.765	8.66033943620994e-79	4	MED13L
2.8903418085607e-83	-0.782544882252853	0.015	0.257	9.69362835755089e-79	4	CCK
3.25678253414634e-83	0.855783734446797	0.419	0.229	1.092259726302e-78	4	TLE1
3.6247451303299e-83	-2.04855647256252	0.068	0.323	1.21566702181004e-78	4	PCDH15
3.969240201614e-83	-0.746658808107638	0.041	0.294	1.3312037788173e-78	4	RGS17
4.11024435072024e-83	-0.657809400814997	0.137	0.419	1.37849375034455e-78	4	NDFIP2
4.84516425685992e-83	-0.634000821477417	0.034	0.287	1.62497118846568e-78	4	SLC17A7
5.77360724353031e-83	-0.55939583888974	0.012	0.251	1.93635239733519e-78	4	AL591501.1
7.45249444879516e-83	0.713428643762094	0.326	0.132	2.49941758823692e-78	4	ADAM12
1.60162877728924e-82	-0.646666480774314	0.209	0.504	5.37154259327266e-78	4	FBXO34
2.13702277887994e-82	-0.663616998896285	0.032	0.281	7.16714699580755e-78	4	SRGAP2B
2.27172297822383e-82	0.667195959964539	0.365	0.178	7.61890452436707e-78	4	ZFYVE21
2.59420695867973e-82	-0.69985203197419	0.234	0.538	8.70045129802007e-78	4	NCOA7
2.81820272996371e-82	-0.926918660349171	0.046	0.298	9.4516883157523e-78	4	GRM8
2.90440209590919e-82	0.873517996340739	0.484	0.299	9.74078374926023e-78	4	FGGY
2.93202454044463e-82	-0.676152352546888	0.167	0.454	9.8334239037432e-78	4	SLC39A10
3.30291825837897e-82	-0.533979589557297	0.024	0.268	1.10773272549514e-77	4	CFAP161
5.0339504583709e-82	0.406198677605603	0.71	0.518	1.68828630472843e-77	4	STARD13
6.1952874446796e-82	0.994791465614867	0.615	0.491	2.07777550319664e-77	4	ARHGEF3
9.4582984983683e-82	-0.584870540137769	0.179	0.479	3.17212415038276e-77	4	PHTF2
1.14972517094558e-81	-0.477314734059594	0.028	0.274	3.85594827831729e-77	4	WIPF3
1.17291692548927e-81	-0.41366507289707	0.029	0.278	3.93372878470591e-77	4	GDAP1L1
1.17648031559243e-81	0.481879740512996	0.96	0.851	3.94567968243388e-77	4	ADGRL3
1.21788137299763e-81	-0.463304994951329	0.065	0.335	4.08453054875946e-77	4	GUCY1B1
1.30203324772789e-81	0.826879109332154	0.545	0.368	4.3667591062298e-77	4	PPP2CB
1.47844112665879e-81	-1.31789151618434	0.13	0.386	4.95839585058825e-77	4	FSTL5
1.99023133931455e-81	-0.798754906464296	0.023	0.262	6.67483786579315e-77	4	PLCXD3
2.61151470166975e-81	-0.530550101962948	0.022	0.265	8.75849800646001e-77	4	FCHO1
3.54989595837164e-81	-0.468310248521741	0.072	0.339	1.19056410651868e-76	4	KIF5A
4.90556450188979e-81	0.861624041853638	0.451	0.257	1.6452282226438e-76	4	RFX3-AS1
5.59924847025011e-81	-0.394177983255265	0.028	0.276	1.87787595195248e-76	4	SLC12A5
5.90821722014307e-81	-0.490990445047497	0.061	0.321	1.98149789129158e-76	4	AC005670.2
7.37525513910377e-81	-0.687425189779901	0.192	0.478	2.47351306855262e-76	4	CAMK4
1.57659982785553e-80	0.561817179976381	0.255	0.094	5.28760050266187e-76	4	WDR45
1.88329612882072e-80	-0.560197594217906	0.075	0.34	6.31619855683894e-76	4	DGKH
1.88878015309276e-80	0.685547052406139	0.485	0.271	6.33459087744248e-76	4	ITGAV
2.10425598027424e-80	-0.586994955895042	0.199	0.491	7.05725370664375e-76	4	LMTK2
2.2564965406184e-80	-0.654781746507057	0.324	0.604	7.56783809792598e-76	4	NR3C1
2.93892416682233e-80	-0.958771646264651	0.136	0.389	9.85656387068873e-76	4	SATB2
3.8911146917379e-80	-0.591766569736543	0.051	0.304	1.30500204531506e-75	4	SUSD1
4.16577660830537e-80	0.676954217679548	0.358	0.17	1.39711815889345e-75	4	FADS2
4.25628519588064e-80	-0.838354676986974	0.372	0.634	1.42747292899445e-75	4	COL19A1
4.55605154876044e-80	0.559224155222012	0.658	0.441	1.52800856842328e-75	4	HIPK2
5.65618152570224e-80	-0.614390696878272	0.124	0.403	1.89697016009002e-75	4	RAPH1
6.93044243795685e-80	0.711757393360638	0.374	0.173	2.32433178484197e-75	4	MARCH3
7.95842618727716e-80	-0.614515372747711	0.034	0.281	2.66909697468902e-75	4	PDIA2
9.6169692478826e-80	-0.667160743427194	0.352	0.632	3.22533914635486e-75	4	APBA2
1.1166727501468e-79	-1.3486131384246	0.032	0.271	3.74509706944234e-75	4	CBLN2
1.34970726486988e-79	0.779186099492756	0.48	0.292	4.5266482249206e-75	4	EEF2K
1.37568828624296e-79	0.518013228239115	0.268	0.099	4.61378337440162e-75	4	NEDD4
1.80744467715265e-79	-0.859588992154619	0.106	0.384	6.06180795823455e-75	4	JUND
2.04610678008023e-79	-0.504777353608224	0.034	0.283	6.86223291903306e-75	4	SNCB
2.17126471284598e-79	0.684893501782228	0.44	0.239	7.28198759394284e-75	4	ZFAND6
2.52390944542168e-79	0.773219681179422	0.556	0.361	8.46468749805523e-75	4	CRIM1
2.91482642782112e-79	-0.557126890515295	0.076	0.34	9.77574487362649e-75	4	RAP1GAP
3.58640184799927e-79	-0.600511838481459	0.079	0.344	1.202807451782e-74	4	CAMKK1
5.56015125150113e-79	-0.521236959347031	0.133	0.418	1.86476352672845e-74	4	SCAMP5
6.37625901893413e-79	-0.632365183860119	0.084	0.349	2.13846974977013e-74	4	AFAP1
6.73653967754094e-79	-0.607781904609149	0.261	0.551	2.25930067705368e-74	4	EXOC6
7.83048336667197e-79	-0.964265267916836	0.054	0.3	2.62618751151445e-74	4	AC233296.1
1.43429452590459e-78	-0.574542758865384	0.05	0.303	4.81033698097881e-74	4	SKAP2
1.86513398862772e-78	-0.47949963689427	0.039	0.285	6.25528637105966e-74	4	EPHB6
1.93517347769702e-78	-0.716933535440326	0.451	0.701	6.49018480950026e-74	4	BDP1
2.17044866057836e-78	-0.554469585651907	0.076	0.339	7.27925071784769e-74	4	TSHZ3
2.71033813433665e-78	-0.598019415781024	0.183	0.468	9.08993203493827e-74	4	C11orf80
3.70513446111276e-78	-1.13307924401697	0.033	0.266	1.242627995568e-73	4	FOXP2
3.83519854706759e-78	-0.540639393681822	0.058	0.31	1.28624888871553e-73	4	GALNT9
4.78665331291617e-78	-0.64737161224431	0.126	0.404	1.60534778808583e-73	4	USP31
5.35919926175386e-78	-0.417266287325913	0.049	0.303	1.79736824840701e-73	4	MAP3K9
5.71817800410892e-78	-1.07153219745258	0.427	0.621	1.91776253901805e-73	4	CACNA2D3
6.09096028278814e-78	-0.742095671436789	0.256	0.54	2.04278625964149e-73	4	ZNF704
6.14612384814103e-78	-0.542104577940123	0.019	0.251	2.06128701618954e-73	4	B4GALNT3
1.46980088871927e-77	-0.519403080232562	0.091	0.357	4.9294182205867e-73	4	CTNNAL1
2.14187490387962e-77	0.691822258533606	0.369	0.186	7.18342005263148e-73	4	PLCG1
3.42067428964239e-77	-0.428090460476107	0.046	0.294	1.14722574326026e-72	4	CD200
3.84874072826018e-77	-0.410040291819802	0.058	0.313	1.2907906654439e-72	4	CDON
3.98449506892166e-77	-0.551848487829091	0.166	0.458	1.33631995621495e-72	4	NEXMIF
4.72398535353318e-77	-0.374328393905234	0.024	0.258	1.58433020786796e-72	4	MMP24
4.82169946160206e-77	-0.450648584892457	0.064	0.322	1.6171015654321e-72	4	CASC15
8.55064992627647e-77	-0.614926993764929	0.118	0.388	2.8677169722746e-72	4	SLC4A7
8.59451182036592e-77	-0.448290016592025	0.051	0.302	2.88242737431432e-72	4	B4GALT6
9.28754969342101e-77	-0.371083182717954	0.026	0.261	3.11485841617954e-72	4	C4orf50
1.11113102848489e-76	-0.807867848368726	0.21	0.498	3.72651124333262e-72	4	LPGAT1
1.20852736116612e-76	-0.466094129730961	0.039	0.281	4.05315906387892e-72	4	ZC3H12B
1.33016492826487e-76	0.763418360745882	0.631	0.474	4.46110713641473e-72	4	CTDSPL
1.63833333461028e-76	0.779910848349957	0.485	0.302	5.49464233761595e-72	4	WASF3
1.93965956989243e-76	-0.624239354650806	0.566	0.792	6.50523026550524e-72	4	ATRX
2.432419738348e-76	-0.664128684465945	0.367	0.619	8.15784931847152e-72	4	GDAP1
2.49613736919561e-76	-0.539446773815637	0.139	0.423	8.37154550880825e-72	4	ACSL4
2.73563216995812e-76	-0.493312997575976	0.107	0.379	9.17476317160553e-72	4	PDCD7
3.18268133184631e-76	-0.640481854400927	0.305	0.573	1.06740766507462e-71	4	CCPG1
3.34821437673248e-76	-0.592730799981009	0.118	0.384	1.12292413766854e-71	4	OLFM1
3.51390324906219e-76	-0.589704335241469	0.188	0.472	1.17849287167048e-71	4	ATL1
3.54089605303712e-76	-0.557023050055806	0.114	0.388	1.18754571826759e-71	4	FBXO32
4.26898835080732e-76	0.854653455685694	0.346	0.171	1.43173331309376e-71	4	AC138627.1
4.86915031242266e-76	0.751432095288666	0.542	0.37	1.63301563178031e-71	4	GNA12
5.4396781317851e-76	-0.774960507376155	0.11	0.363	1.82435925183809e-71	4	GRM1
5.78779022317691e-76	-0.571579786296667	0.04	0.277	1.94110908504907e-71	4	RHOBTB1
1.21365217391561e-75	0.609512135557777	0.293	0.127	4.07034666087816e-71	4	AGFG2
1.69782951098611e-75	0.692521761748391	0.545	0.356	5.69418061394522e-71	4	LIMS1
1.71920426494137e-75	0.603837414690414	0.316	0.136	5.76586726376035e-71	4	MIDN
1.72824555314814e-75	-0.594276229619966	0.889	0.923	5.79618993614824e-71	4	AUTS2
2.25228423660189e-75	0.923484722331185	0.555	0.38	7.55371087271541e-71	4	TMTC1
3.60798809071571e-75	-0.424116482236204	0.026	0.257	1.21004704586423e-70	4	STMN1
3.7071849513832e-75	-0.485524270861963	0.078	0.337	1.2433156889949e-70	4	FAM78B
4.00644154804338e-75	-0.569908066860412	0.04	0.276	1.34368036638279e-70	4	ARHGEF2
4.50361842259726e-75	-0.629818247452733	0.431	0.681	1.51042354657067e-70	4	DTNB
4.91505450875744e-75	-0.380283818330215	0.031	0.265	1.64841098114707e-70	4	STX3
5.62931110195159e-75	-0.599666180067384	0.218	0.498	1.88795835737252e-70	4	JAK2
5.73195377329972e-75	-0.522400985843961	0.028	0.258	1.92238265648926e-70	4	LINC00970
1.14529763043065e-74	-0.610234066614349	0.242	0.507	3.84109919293831e-70	4	TARBP1
1.45868991376651e-74	-0.623480964509376	0.192	0.475	4.89215423279012e-70	4	TARSL2
2.40653675090927e-74	-0.827298826797802	0.177	0.434	8.07104295519951e-70	4	CCDC3
2.64570537222414e-74	0.846675515127342	0.417	0.246	8.87316667736533e-70	4	NUDT3
3.36274653792204e-74	0.747908046006635	0.422	0.222	1.12779793388829e-69	4	LTBP1
4.44658724557152e-74	-0.716415570570046	0.235	0.527	1.49129643041978e-69	4	ZDHHC20
5.23031001745833e-74	-0.652601565970946	0.329	0.599	1.75414137365518e-69	4	DLGAP4
5.23895249559348e-74	-0.54140991287499	0.094	0.353	1.75703988797214e-69	4	LIN7A
5.65756596569939e-74	-0.615606854339545	0.416	0.683	1.89743447357626e-69	4	SRSF11
7.30461676315663e-74	-0.517485310349475	0.155	0.424	2.44982237002747e-69	4	SLC41A2
8.02577295047176e-74	-0.540958494101462	0.126	0.396	2.69168373212922e-69	4	KIAA0513
8.34080522114383e-74	-0.455106663705552	0.059	0.307	2.79733925506722e-69	4	MB21D2
9.29221701580604e-74	-0.664484564885504	0.12	0.38	3.11642374276103e-69	4	DIRC3
1.26959151446028e-73	-0.506757506454641	0.045	0.286	4.25795602119688e-69	4	PHYHIP
1.34286935273121e-73	-1.09107282566359	0.414	0.684	4.50371523518992e-69	4	FRYL
2.39200517768183e-73	0.864629314476026	0.421	0.244	8.02230696490934e-69	4	ANO6
3.00670042424775e-73	0.564580805764535	0.561	0.364	1.00838718828421e-68	4	SH3RF1
3.03697058967221e-73	0.783837946171969	0.667	0.549	1.01853919636427e-68	4	PCGF5
5.14461100206127e-73	-0.50474442924872	0.185	0.461	1.72539963787131e-68	4	LRRC28
6.01684640702961e-73	0.731254304644476	0.402	0.226	2.01792994798959e-68	4	ATN1
6.81785168576458e-73	-2.18438219079817	0.04	0.259	2.28657109837172e-68	4	NXPH1
6.89449721279887e-73	-0.606543973024397	0.161	0.427	2.31227647522848e-68	4	TTC39C
8.06579856287797e-73	-0.43745932492795	0.07	0.316	2.70510752201801e-68	4	RAPGEFL1
8.21421578161274e-73	0.528225889578165	0.267	0.11	2.75488368883728e-68	4	ACP6
8.332119752446e-73	-0.598252259113572	0.093	0.344	2.79442632257534e-68	4	DNAH6
1.06584500475408e-72	-0.524054535447571	0.149	0.42	3.57463097694424e-68	4	JAKMIP1
1.106903607698e-72	-1.3093940851008	0.049	0.278	3.71233331949755e-68	4	LUZP2
1.18940050180141e-72	-0.830426988152621	0.623	0.715	3.98901140294155e-68	4	TMEM178B
1.75931964894358e-72	0.805379831745478	0.518	0.355	5.90040623862699e-68	4	BBS2
1.86411488106046e-72	0.644042362047909	0.29	0.126	6.25186848810058e-68	4	C21orf62-AS1
2.09481367690601e-72	-0.568294136470656	0.109	0.369	7.02558610960738e-68	4	DCBLD2
2.11445067893249e-72	-0.564616482386539	0.236	0.513	7.0914446870038e-68	4	YWHAZ
2.29154211300658e-72	-0.707453265705944	0.424	0.624	7.68537393860145e-68	4	FOCAD
2.37429678855749e-72	0.837569432354577	0.549	0.394	7.96291656946411e-68	4	DGLUCY
2.77352451780671e-72	-0.607998773020049	0.136	0.394	9.30184652782013e-68	4	LINC00937
4.38475322844356e-72	0.680703370619714	0.408	0.22	1.4705585377554e-67	4	TOB2
4.81754767357632e-72	-0.789742056616012	0.177	0.437	1.61570913876403e-67	4	AC006148.1
5.0942135921032e-72	-0.484910476661729	0.084	0.335	1.70849735451957e-67	4	STAMBPL1
5.77179652481559e-72	-0.509354460623807	0.087	0.34	1.93574511849265e-67	4	SNX30
5.82282984871858e-72	-1.07189335484754	0.124	0.381	1.95286067466324e-67	4	QDPR
6.70669645006904e-72	-0.92453700655265	0.038	0.261	2.24929185542415e-67	4	SLIT3
7.24004952929382e-72	-0.533934532079806	0.065	0.31	2.42816781113456e-67	4	ST6GAL2
8.21884287430624e-72	0.595980643291209	0.61	0.381	2.75643552318483e-67	4	GRM3
8.46664124013203e-72	-0.389725435995453	0.08	0.333	2.83954213911548e-67	4	FLNB
8.48172845387429e-72	-0.601986063704623	0.375	0.647	2.84460208886036e-67	4	MPHOSPH8
1.40966021494339e-71	0.565116954238562	0.285	0.121	4.72771842887716e-67	4	SHISA5
1.53409383381266e-71	-0.404137289379533	0.072	0.321	5.1450438998409e-67	4	ZNF519
2.04355926772045e-71	-0.645019252869789	0.336	0.601	6.85368907208083e-67	4	CALM1
2.04373793530945e-71	0.797709355619585	0.446	0.265	6.85428828744082e-67	4	FAM20C
2.54966644742183e-71	0.911127699702249	0.474	0.311	8.55107133136333e-67	4	ANTXR1
2.72969074887541e-71	-0.716505613088134	0.41	0.655	9.15483683357836e-67	4	NLGN4Y
3.00027216076722e-71	-0.398039336167046	0.03	0.255	1.00623127727811e-66	4	SPTBN2
4.34920987756405e-71	0.750069060647535	0.381	0.212	1.45863800873743e-66	4	RAVER2
6.00227355741186e-71	-0.511898439918471	0.127	0.39	2.01304250568479e-66	4	PRKAR2B
7.14316720646166e-71	-0.524899091877435	0.249	0.534	2.39567541770311e-66	4	TAF1D
9.44852564950602e-71	0.744408979787878	0.393	0.211	3.16884653233133e-66	4	SEL1L3
1.03904866196911e-70	-0.423702083649675	0.1	0.357	3.484761402512e-66	4	AC104806.2
1.27379362258668e-70	-0.63708221169748	0.281	0.561	4.27204905143122e-66	4	PPP1R13B
1.39665514503891e-70	-0.475110951886256	0.038	0.264	4.68410202543149e-66	4	CCNT2-AS1
1.88229559737882e-70	0.738113482296667	0.354	0.182	6.3128429744891e-66	4	SLC25A33
2.04725697751931e-70	-0.741828071984536	0.034	0.254	6.86609045120428e-66	4	RIT2
4.24777512607558e-70	-0.370124810146825	0.089	0.346	1.42461882178323e-65	4	GPRASP1
4.26546119894543e-70	-0.405475055724484	0.139	0.416	1.43055037690232e-65	4	ELMOD1
5.08542700919502e-70	-1.37990647527025	0.051	0.271	1.70555051034383e-65	4	IL1RAPL2
5.17241084408709e-70	1.14195423130079	0.457	0.304	1.73472314888993e-65	4	SLC39A14
5.7175969253442e-70	-0.692894796978541	0.042	0.266	1.91756765682194e-65	4	GSG1L
5.8149017160398e-70	0.40906162362137	0.827	0.729	1.95020173752543e-65	4	GPM6B
5.98765289531408e-70	-0.654822702954649	0.356	0.589	2.00813902803044e-65	4	STRBP
7.86943764749609e-70	0.791490703297806	0.346	0.181	2.63925199821724e-65	4	CASC2
8.27870897662777e-70	-1.34359662785397	0.183	0.421	2.77651341658142e-65	4	SDK1
2.10302606154556e-69	-0.679514312422411	0.449	0.669	7.05312880521151e-65	4	SUPT3H
2.51004176038882e-69	-0.59965182512696	0.584	0.76	8.41817805599202e-65	4	SPIDR
3.08820896941027e-69	-0.960555509258648	0.1	0.346	1.03572352416082e-64	4	CEMIP
3.23394699562667e-69	-0.475373328923522	0.136	0.402	1.08460114339327e-64	4	TXNDC16
4.08608825754284e-69	-0.542652971987458	0.254	0.517	1.37039227981472e-64	4	MICU3
4.35598557894912e-69	-0.456293801413362	0.093	0.346	1.46091044346796e-64	4	EPHB2
8.25365935576728e-69	0.678818223316661	0.287	0.13	2.76811227473723e-64	4	DRAIC
1.66844916897264e-68	-0.484928032809726	0.051	0.279	5.59564482290045e-64	4	SRGAP2C
3.05889145427679e-68	-0.556180903609337	0.048	0.272	1.02589101593535e-63	4	DNAH14
3.15097299657558e-68	0.713156997527818	0.684	0.586	1.05677332359152e-63	4	CLEC16A
3.37979953385438e-68	-0.67801496806981	0.038	0.258	1.13351716766408e-63	4	DENND3
3.91865765157265e-68	-0.466297314591766	0.181	0.458	1.31423940318443e-63	4	MSH2
4.22998411355122e-68	-1.14778602771896	0.083	0.31	1.41865207200281e-63	4	PCSK6
5.05527851318634e-68	0.76909311721669	0.452	0.29	1.69543930775243e-63	4	SEMA4B
5.35665475361372e-68	-0.382513629893508	0.038	0.26	1.79651487126697e-63	4	FAM102B
5.42944160289214e-68	0.596046149505879	0.44	0.24	1.82092612477796e-63	4	FKBP5
5.87944130815539e-68	0.614572335263928	0.375	0.194	1.97184702592915e-63	4	IKZF2
8.65516110764484e-68	-0.250483096681526	0.141	0.406	2.90276793228193e-63	4	GNB5
1.53719266205625e-67	-0.485281549644345	0.045	0.268	5.15543675000425e-63	4	FXYD7
1.54581561447943e-67	-0.763616873391201	0.33	0.597	5.18435640784111e-63	4	MYO9B
1.6724647171896e-67	-0.533947696858159	0.261	0.541	5.60911216851047e-63	4	PPIG
2.48344065718196e-67	-0.638379824635526	0.316	0.572	8.32896327605687e-63	4	TMEM117
2.67471544041113e-67	-0.368803999822361	0.061	0.294	8.97046064405084e-63	4	AL596220.1
2.73205042788704e-67	-0.543511616088224	0.171	0.432	9.16275072504754e-63	4	RALGPS2
4.19863858561573e-67	-0.519686776994583	0.233	0.51	1.4081394088438e-62	4	DDX24
5.18499279445556e-67	0.507034107785156	0.28	0.12	1.73894288340451e-62	4	RBMS2
1.24828430421627e-66	0.615729071523056	0.715	0.625	4.18649589948053e-62	4	RGL1
1.28738831393742e-66	0.604860431216318	0.379	0.209	4.31764292728331e-62	4	GNA13
1.36002523103152e-66	0.688127461164711	0.43	0.241	4.5612526198335e-62	4	UST
1.49533716154648e-66	-0.59937290667396	0.085	0.325	5.01506177239458e-62	4	IL1RAP
1.62144049982459e-66	-0.48056243836402	0.172	0.428	5.43798714831173e-62	4	PWAR6
1.6465179612834e-66	-0.445183440319528	0.186	0.458	5.52209193855226e-62	4	UBE2O
1.80763192362666e-66	0.697162928808544	0.627	0.492	6.06243594545911e-62	4	ARID1A
1.89758600189766e-66	-0.536393232928277	0.095	0.336	6.36412393316438e-62	4	TBC1D4
2.14027588618778e-66	0.318602549331447	0.782	0.639	7.17805726709658e-62	4	ABR
2.33933269024419e-66	0.64663549190164	0.556	0.368	7.84565397654097e-62	4	CTBP2
2.68739113683693e-66	0.794053675839943	0.434	0.275	9.01297239472369e-62	4	CYB5B
4.31336698377195e-66	0.650357557444511	0.289	0.131	1.44661701901744e-61	4	PCED1B
5.83601149643498e-66	-0.366054882961608	0.075	0.312	1.95728153567436e-61	4	DGKE
1.85034808213038e-65	-0.624796434419101	0.39	0.605	6.20569739784886e-61	4	CSRNP3
1.88072777816721e-65	-0.491917547568622	0.115	0.357	6.3075848224172e-61	4	MGAT5B
1.9178803600879e-65	-0.594561806535727	0.053	0.269	6.43218715166279e-61	4	ATP8B1
3.6055574745179e-65	-0.60671272326556	0.093	0.328	1.20923186580381e-60	4	ANKRD33B
4.38029667912451e-65	-0.657413133698276	0.4	0.636	1.46906390024478e-60	4	LRRFIP1
4.82009268372222e-65	-0.370333424720583	0.062	0.29	1.61656268426676e-60	4	DMTN
5.01274919459255e-65	-0.557383098314036	0.051	0.269	1.68117582488245e-60	4	DEPTOR
6.2137876149942e-65	-0.574131022725205	0.34	0.596	2.08398009031675e-60	4	TFDP2
6.34607987278514e-65	-0.678621384735751	0.508	0.728	2.12834826773468e-60	4	ZMYND8
9.5631840312469e-65	-0.369711466458984	0.106	0.352	3.20730066039958e-60	4	UBAP1L
1.56531770415835e-64	-0.400593078669745	0.051	0.271	5.24976251620627e-60	4	CALM3
2.00445707088713e-64	0.787257826323684	0.516	0.363	6.72254812434124e-60	4	SMURF2
2.71641420682121e-64	-0.767736853336113	0.166	0.417	9.11030996683699e-60	4	LANCL1
3.53251724345642e-64	-0.386917755795273	0.047	0.263	1.18473563311041e-59	4	SLC9A7
4.59603264898376e-64	-0.408677789943518	0.071	0.301	1.54141742981617e-59	4	PLXNC1
4.9846913537536e-64	-0.434430897731807	0.097	0.334	1.67176578622188e-59	4	FAM153A
7.00428648370053e-64	-0.485312699588505	0.138	0.391	2.34909760090348e-59	4	GFPT1
7.89242544336294e-64	-2.09315068503943	0.071	0.283	2.64696164519506e-59	4	LHFPL3
8.73420363618674e-64	-0.63079524862949	0.374	0.627	2.92927721550431e-59	4	FNDC3A
2.5594603045335e-63	-0.574428801076706	0.216	0.468	8.58391796934446e-59	4	KLHL2
3.69224667545378e-63	-0.410584926416737	0.133	0.387	1.23830569001369e-58	4	DOPEY2
4.01445686439154e-63	-0.36585215275678	0.05	0.266	1.34636854317963e-58	4	BZW2
4.20196683742983e-63	0.650340769454308	0.297	0.143	1.40925563793722e-58	4	LINC01301
4.29505573291477e-63	-0.514797868017385	0.276	0.548	1.44047579170496e-58	4	ELAVL3
5.25123483754175e-63	0.796265263408716	0.5	0.347	1.76115913981475e-58	4	ARMH4
6.22027093290305e-63	0.654136383817314	0.354	0.191	2.08615446547702e-58	4	BCAT2
1.29813498702456e-62	0.660490642337058	0.653	0.481	4.35368511948296e-58	4	ESRRG
1.53786076307916e-62	0.740835324673761	0.579	0.423	5.15767742721489e-58	4	STAT3
1.61883394074098e-62	-1.04576778668923	0.098	0.319	5.42924527045711e-58	4	MAML3
1.66008677836559e-62	-1.15009645720984	0.106	0.318	5.56759903728251e-58	4	PLD5
2.74834771358323e-62	0.580101168176658	0.251	0.109	9.21740856181543e-58	4	ADHFE1
3.02447414426592e-62	-0.411184077726271	0.053	0.269	1.0143481385039e-57	4	CHD3
3.60601024647161e-62	-0.577101334622112	0.51	0.742	1.20938371646165e-57	4	STAG1
3.79752586865689e-62	-0.447819655928453	0.11	0.349	1.27361422583015e-57	4	BMS1P14
4.29015055910091e-62	1.0999092359504	0.45	0.289	1.43883069451126e-57	4	CKB
4.51597878669868e-62	-0.416700516966382	0.072	0.295	1.514568965483e-57	4	COX7A2L
4.5895504563943e-62	-0.538261223074929	0.044	0.252	1.53924343206552e-57	4	ADAMTSL3
4.71692638863348e-62	-0.486071923902439	0.08	0.305	1.5819627722199e-57	4	MAST3
5.58182288624761e-62	-0.584664014691063	0.101	0.329	1.87203175958972e-57	4	MAN1A1
6.6048350103403e-62	-0.429831761807618	0.897	0.926	2.21512956576793e-57	4	FTX
7.02872592025982e-62	0.703459455111638	0.403	0.234	2.35729409913674e-57	4	ST3GAL1
7.67688895067988e-62	-0.421108138747658	0.05	0.259	2.57467501627902e-57	4	GPR176
